w_geocode,h_geocode,count
8031008390,8031001102,1
8031001401,8059011904,7
8031003601,8031003401,1
8031007037,8001008309,1
8031007013,8031002402,1
8031001000,8031004505,17
8031001302,8031008390,5
8031003202,8031007006,2
8031004601,8031004601,21
8031002802,8031004306,15
8031004603,8001009553,1
8005005551,8005005553,40
8031980100,8031001302,8
8059010406,8031007013,1
8031980100,8005006854,9
8031004603,8031006810,2
8059012054,8059011951,5
8031008312,8031004801,5
8031001800,8031000501,17
8031001800,8001009752,20
8031003300,8031004504,1
8031003300,8031004601,3
8031001901,8031011902,33
8031002902,8031001401,3
8031005502,8031002300,3
8031001901,8031008306,8
8031008388,8005005553,2
8031008388,8031003702,3
8005007202,8031008389,1
8059012050,8031005102,2
8031004303,8031015400,1
8031001800,8031015600,21
8031007088,8031003703,1
8031015700,8031003902,3
8031002802,8005006712,1
8031012010,8001008308,3
8031001500,8005005619,8
8031006813,8031000303,2
8031001403,8031000303,5
8031000401,8031003703,2
8031008390,8001008100,1
8005007201,8005005619,1
8031000600,8031001403,4
8031003004,8031004504,3
8001008901,8031006810,2
8031004303,8031003703,3
8001008709,8031004602,30
8001009752,8059011951,1
8031008389,8031006804,2
8031003902,8031002902,19
8001008901,8031004306,3
8031001403,8031008305,4
8031005102,8005015100,6
8031015500,8031000301,2
8005005952,8031006814,1
8031002000,8031004504,4
8031003902,8031004005,11
8031003703,8031007013,6
8005006854,8005015100,28
8031000800,8031001403,6
8059009845,8031000302,1
8031004506,8031004003,1
8031002901,8005004951,7
8031980100,8031001401,12
8031001401,8031002402,3
8031002901,8059009845,2
8001008200,8001008000,10
8031015300,8059009845,1
8031004603,8001008401,2
8031002801,8031004003,1
8031000301,8031001402,5
8031980100,8031004202,21
8031004003,8031003102,2
8031000401,8031015300,1
8001008100,8031000202,19
8031002300,8031004202,1
8031005104,8031000501,3
8031003002,8031008388,3
8031001301,8031015400,2
8059011904,8031004603,20
8031003202,8031001102,1
8031002602,8031000903,5
8031006812,8031004404,2
8001988700,8031004603,1
8031006701,8031004602,1
8059012054,8031003602,4
8031008312,8005005551,2
8031006812,8031007006,8
8031003004,8001015000,3
8059010406,8001015000,8
8001009752,8031008312,2
8031003901,8031008304,4
8031003902,8059011951,4
8031001500,8031004102,23
8031002000,8005004952,7
8031015500,8031003203,2
8031001403,8031004202,4
8031003702,8031003300,3
8031004202,8031008305,1
8031000401,8031001901,2
8031015500,8001007900,3
8031005200,8031005503,1
8031005300,8031001401,12
8031005001,8031000902,1
8001009751,8031008386,2
8031003004,8031003701,19
8031004101,8001009752,4
8031003002,8031004002,6
8001988700,8005005619,3
8031007037,8031004700,1
8001007900,8001007900,27
8059012050,8001009751,2
8031008391,8031008389,1
8001009553,8031006812,3
8031015500,8005004952,4
8031004005,8031006812,3
8005005552,8001008308,1
8059009845,8031004505,3
8001007900,8059011951,1
8059012041,8031005502,3
8031004004,8031001102,1
8031000800,8031002602,4
8005006712,8001008100,9
8031001403,8001008901,6
8005004952,8031000905,14
8031015400,8031003901,1
8031011902,8059012027,1
8031004506,8001007900,1
8001008100,8031005104,15
8031004201,8059012041,1
8001008401,8031008306,9
8031000202,8031003701,1
8031003902,8031007088,24
8031980100,8001007900,41
8031004505,8059011951,11
8031008389,8031002802,2
8031004602,8031008305,2
8031004303,8005004951,1
8031004102,8031004201,17
8031015500,8031003701,4
8031012010,8059012041,7
8031002000,8031006814,7
8031003002,8031000202,3
8031000302,8001007900,1
8031003901,8031003703,3
8031003703,8059009845,3
8005005553,8031003902,5
8001008309,8001008401,79
8031002902,8031015700,3
8005005551,8031002602,2
8001008709,8005087200,25
8031003102,8031015300,10
8031000902,8031003402,1
8031005001,8031008386,1
8031003402,8001008901,1
8031000202,8001008709,4
8031002602,8031007013,1
8059012041,8031015600,1
8001988700,8005087200,1
8031002902,8031002300,5
8031003703,8001009553,2
8031003203,8031004006,2
8031002802,8031002402,6
8031001500,8031001101,28
8005006712,8031005502,10
8059012050,8005015100,1
8031001102,8031006810,5
8031000905,8031004601,6
8031006810,8031003300,2
8031004102,8031008306,37
8031006814,8031008306,2
8005004952,8031004503,11
8031002901,8031015600,10
8031003902,8001988700,1
8001008200,8031005001,6
8031001403,8031004004,4
8031000303,8031007088,4
8031008389,8031008306,2
8031004506,8031000201,4
8031004006,8031000302,1
8005087200,8031015300,1
8031004306,8031004002,1
8031015300,8001008401,1
8031008312,8001008901,6
8031011902,8031000902,4
8005087200,8031003702,3
8031002000,8031003701,6
8031003202,8031003101,2
8031012010,8031004801,1
8031003402,8031008305,1
8031005102,8031015300,3
8001008100,8031005502,4
8031004201,8031002801,2
8031005200,8001015000,9
8031012010,8031008389,2
8031003603,8031007013,2
8031003601,8031006810,4
8031003703,8031000401,4
8031000301,8031003003,2
8031008312,8001008100,4
8005005619,8031011902,2
8005005551,8031007013,15
8031980100,8031004404,29
8031980100,8031004601,8
8005005551,8031003602,11
8031008312,8031006814,3
8031005503,8031004202,1
8031004101,8001008709,38
8031006701,8001008309,1
8005004952,8031003002,14
8001008309,8005015100,11
8031003203,8059009845,1
8031004306,8031008386,1
8005006712,8001008000,23
8031004202,8031004700,3
8031004404,8031000202,5
8031003902,8031004700,15
8005006854,8031001901,3
8031000904,8059011904,1
8031000202,8031008387,3
8031004202,8031011902,4
8031006810,8031004005,1
8001009751,8001008709,7
8031001401,8031004404,1
8031003701,8031011902,2
8031002801,8031003401,8
8031003203,8031011902,3
8001008200,8031002801,2
8005005551,8001009752,11
8031003102,8031003902,12
8005006854,8031000905,4
8031008388,8005005551,2
8031003703,8031015500,6
8031007037,8001008901,1
8031002801,8031000102,5
8031012010,8059009845,3
8059009845,8031005503,5
8059010406,8031001000,3
8031002902,8031015500,5
8031002000,8031001401,13
8031001403,8031002602,3
8031005102,8031015400,1
8031008312,8031000303,7
8031008312,8001008401,5
8031007088,8031004201,1
8031004005,8031001301,2
8031000902,8005005952,1
8031005200,8001009553,4
8001008709,8031005502,11
8005015100,8031000102,2
8005007201,8031008391,5
8001008308,8001008308,49
8031006814,8001007900,8
8031002802,8059012050,6
8031004506,8001009553,1
8005006854,8031003901,8
8031003002,8031008391,6
8031002801,8031004403,1
8031003101,8031004302,7
8005004952,8059012054,20
8031001500,8031001403,9
8059012054,8005004952,4
8031000302,8031000903,1
8059012054,8001008401,3
8031000302,8005007201,2
8031003702,8031003003,4
8031004005,8031003602,1
8001009752,8031005001,1
8031003203,8031003601,2
8031006814,8031004302,1
8005005551,8031008304,14
8031006804,8031003902,40
8031005300,8001015000,3
8005006704,8031003402,1
8031000301,8031004403,5
8031006804,8031005300,10
8031004202,8005005553,2
8031002901,8031006810,10
8031003203,8031004801,1
8031001401,8059009845,3
8001007900,8031004404,2
8031012010,8031003300,1
8031003901,8031000201,2
8031004101,8031008312,25
8031004503,8031001402,1
8031002402,8031005102,1
8031004506,8031004504,2
8001015000,8031008390,43
8031003901,8031004201,5
8031003603,8031006814,2
8031008312,8031000301,5
8031008390,8031000202,2
8059012050,8059012027,5
8031001800,8031004005,21
8031004104,8031004404,1
8031005102,8031003602,1
8001008709,8031015400,6
8001008901,8001015000,13
8031002901,8031006701,7
8031012010,8031003002,2
8001008308,8031003202,4
8031007037,8001009553,3
8031004102,8005005552,3
8031008388,8031008389,23
8031004103,8031003602,3
8001009751,8001007900,8
8005006704,8031003901,3
8001008200,8031003603,4
8031003901,8031004104,2
8031006804,8031008387,13
8031004002,8031004404,1
8059012054,8031001403,9
8031003702,8005005619,3
8031006814,8031007006,13
8031003003,8031003902,2
8031000903,8001007900,1
8031000902,8031001302,1
8031002802,8001008709,1
8031004302,8005007201,1
8005007201,8031003202,1
8031008389,8031000401,1
8059011904,8031008386,1
8031003101,8059011951,3
8031012010,8031003101,1
8031001500,8031006810,14
8031001301,8031005503,2
8005006712,8031004801,16
8031003603,8031007037,2
8031003004,8031006813,14
8031008312,8005004951,3
8031003202,8031002402,1
8031004700,8031004603,9
8031000301,8031000102,18
8059012027,8031008388,2
8031006813,8031000201,2
8031000501,8005015100,1
8031001500,8001008901,5
8031006812,8031008306,4
8005005619,8031001401,1
8005005552,8001007900,2
8001008309,8031006701,4
8031004506,8031001901,2
8031015400,8031003702,4
8031004005,8031000201,3
8001008308,8005006712,2
8031003002,8031005503,15
8031003701,8031005104,10
8001008100,8031008391,84
8031004801,8001007900,1
8031003203,8031001500,1
8031005300,8031001403,10
8031007006,8059012050,2
8005006854,8031000301,5
8031004404,8031003701,1
8001988700,8031002902,1
8031004505,8001008709,1
8031004201,8031004404,6
8059012050,8005005551,5
8005005551,8031012001,8
8031005300,8059010406,6
8001008709,8005005619,18
8031003901,8031001403,3
8031015600,8059011904,17
8031015400,8031000201,35
8059012050,8031005001,1
8001015000,8031004404,40
8031005104,8005004952,7
8005006704,8005004952,1
8031980100,8031000202,11
8031000303,8031008306,2
8031011902,8031000201,1
8031006810,8001009752,2
8031008388,8031004103,9
8031004700,8031000102,2
8031006701,8031000102,2
8001015000,8031000902,30
8031001101,8005007202,1
8031001402,8031012010,4
8001008100,8031004103,148
8005006854,8031004503,3
8031003701,8031005200,4
8031002901,8031000102,10
8005006854,8031001500,5
8031001800,8031003004,36
8031002000,8031015300,15
8031001401,8001008709,7
8031007013,8005004951,2
8031004104,8031003703,4
8031004506,8031004404,2
8005015100,8031015300,6
8001008100,8031001403,12
8031008388,8001009553,1
8059011904,8031003902,7
8031001401,8005005952,15
8031005300,8031000303,16
8001009751,8031005503,2
8031000800,8031004503,2
8031006701,8031006814,9
8031006812,8031004003,5
8031003601,8031008391,1
8031004006,8031008306,2
8059009845,8031000202,1
8005087200,8005087200,50
8031012001,8001009751,1
8031003901,8001008901,4
8031004101,8031000202,15
8031005104,8001009751,4
8031006810,8001015000,2
8001008901,8001008000,10
8031000201,8059011904,2
8031005200,8031001301,8
8031004506,8031008312,3
8031004306,8031007013,3
8031008386,8031000800,1
8059012054,8031001000,2
8031015400,8005005551,2
8031002300,8031004104,5
8031006813,8031000401,2
8031006701,8031002901,3
8001008308,8031006804,3
8031008312,8031002602,1
8059012027,8005005552,1
8031006810,8031004601,7
8031006701,8031002402,2
8001988700,8031004602,1
8005005619,8031003901,1
8031015300,8001008308,2
8031008389,8031004700,1
8005007202,8031004700,2
8031006812,8031012001,1
8031004306,8031005300,4
8031004302,8005004952,3
8031005200,8031008386,8
8031003203,8031004503,1
8031003402,8031005102,6
8031003203,8031004505,1
8031000401,8001007900,2
8031006701,8005006704,8
8005006854,8031004003,22
8005004952,8031005102,19
8031006810,8001008200,4
8001008901,8031000800,1
8001009553,8031005200,1
8031000201,8031004505,3
8059012050,8031001500,1
8031005001,8031004104,1
8031004602,8031008386,3
8031002000,8005006704,6
8031003703,8005005551,2
8005004951,8005004951,7
8031003701,8031008306,4
8031004506,8031000501,2
8001015000,8031003402,6
8031004303,8031003004,1
8031003002,8031004005,9
8031015600,8031004505,10
8031003203,8031004005,2
8031003003,8031004005,4
8031007037,8031003002,4
8031004700,8059011951,12
8031006814,8031015300,4
8031004303,8031007006,1
8031001901,8031006813,13
8031980100,8031004503,5
8059012050,8031000401,2
8031003004,8031004603,18
8031006812,8031003601,4
8031004303,8031007088,3
8031003701,8031004302,3
8031005001,8031002802,1
8031004306,8005007202,2
8031004202,8031005200,2
8031001500,8031002802,9
8031008389,8031004404,4
8031015400,8059012050,2
8031006804,8031001102,18
8031003202,8031004603,1
8031003003,8031004302,2
8031005300,8005004951,6
8031008312,8059012041,1
8031006812,8031008386,1
8031002801,8031004404,2
8031012010,8031000904,2
8031002801,8031004602,2
8031004102,8031004601,21
8059012054,8031001500,2
8031004603,8031000903,11
8031000401,8031002902,1
8031000302,8031003402,3
8031005200,8031005102,22
8031003901,8031004602,2
8031003101,8031000401,4
8059012050,8031004404,1
8031004506,8031004303,1
8005087200,8031008306,5
8031002901,8031004103,9
8031007037,8059009845,2
8031001403,8031008304,15
8031005502,8031004101,4
8005005551,8031004403,13
8031007006,8031002000,1
8001008709,8031980100,1
8005006704,8031003102,1
8059010406,8001009751,7
8001008308,8059012054,2
8031002802,8031003601,7
8031015400,8031001101,2
8031004505,8059012041,2
8059011904,8059010406,3
8031011903,8031015700,2
8031000102,8031005200,1
8031002802,8005005553,5
8031006813,8001008709,1
8031003402,8031003203,1
8031008312,8031001301,2
8031003004,8059012050,10
8031004101,8031015600,6
8031004004,8031003004,7
8031003603,8059011951,2
8005006712,8031002902,60
8031000301,8031001102,12
8031003702,8031002602,6
8001008100,8031015700,19
8001009751,8031004700,2
8005005551,8031004103,8
8031007088,8031002000,1
8031003402,8031005104,10
8031004505,8031004504,4
8031000202,8031002000,2
8031007037,8031002801,3
8031007013,8031003102,1
8031001500,8031001102,14
8031005102,8005007201,2
8031003701,8031000201,2
8031001901,8031005502,8
8031000401,8031001102,4
8005005952,8031004003,2
8031002902,8031001402,2
8031005502,8031008304,1
8059012054,8031004202,2
8005006704,8031003004,2
8031005502,8031003902,1
8059011904,8031008390,3
8005087200,8031008388,4
8031003102,8031002902,20
8031000800,8031004404,8
8031004004,8031004602,2
8001008200,8031003901,2
8031003601,8031004103,1
8031003102,8031015400,11
8031002901,8031011902,11
8031008389,8031006810,1
8031003002,8059012041,8
8031008387,8001008200,3
8031004302,8031000902,1
8031001101,8031004101,3
8031004101,8031003002,4
8031002901,8031005503,10
8031003401,8031003202,7
8031000302,8001008901,2
8031003004,8031008391,9
8031007037,8005005952,1
8031002402,8031001500,1
8031004602,8031004505,6
8005004952,8001008401,13
8031000202,8005087200,1
8001008308,8031004102,15
8031002901,8059010406,9
8031008389,8001008709,3
8031005104,8031003202,5
8031003101,8005005619,6
8059012027,8001009751,2
8031003701,8031006701,4
8031003102,8059009845,27
8031005300,8031003702,18
8031006701,8031007088,4
8031005104,8031008389,9
8031005104,8031000902,1
8005006712,8031004201,29
8031000800,8031002402,5
8031000302,8031015500,6
8059009845,8031006812,1
8059009845,8031008390,2
8031006701,8031002602,10
8031001901,8031004503,11
8031001000,8031007037,7
8031004505,8031004002,1
8031000600,8031004006,12
8005004952,8001009553,3
8031000501,8031002801,3
8031015400,8031004504,5
8031003002,8031003101,3
8031006804,8031004404,22
8031001500,8031005001,7
8031003004,8031002300,16
8031015600,8031004202,2
8005005551,8031003702,5
8031001403,8031005300,4
8031002000,8031000905,21
8059012054,8031005503,10
8031003202,8059010406,3
8059010406,8031012010,5
8031000903,8031000904,1
8031004503,8031000202,1
8031002402,8031003101,5
8031003101,8031002300,33
8001009553,8031004302,4
8031007013,8031004404,3
8031003901,8031002602,6
8031015500,8031002901,4
8031004005,8059012050,1
8031000800,8031001800,7
8031000301,8031001301,14
8001008308,8031000303,8
8001015000,8031000905,23
8031004202,8031003102,1
8031008388,8031004201,4
8031000301,8031000902,2
8005006854,8001009752,1
8001008200,8031004506,2
8031000201,8059009845,2
8031004003,8031004202,1
8031015600,8031005300,3
8031015500,8031005001,5
8059011951,8031004504,1
8005005552,8031008388,2
8031006814,8005005553,4
8031008304,8031008304,10
8031003002,8031003300,4
8031005104,8031003003,3
8005005619,8031001301,1
8031001102,8031004506,4
8031004005,8031003003,1
8031004603,8031001302,3
8031000201,8005006854,1
8031003002,8031004201,3
8001008709,8001008100,4
8031007037,8005004952,2
8031004003,8031004503,3
8031012010,8031015700,3
8031000501,8031004801,1
8031006812,8031002801,1
8031001102,8031003402,12
8031003002,8031008390,7
8031000302,8031000904,1
8031003902,8001008309,3
8031002802,8031003003,7
8001009553,8031003300,2
8031001500,8059011904,1
8031003401,8031008389,1
8031005001,8031004202,11
8001009751,8031000102,3
8031015700,8031004603,2
8031004006,8031003603,1
8001009553,8031004004,2
8031008388,8031001401,5
8031002602,8031004302,13
8031005102,8031004503,2
8001008901,8031003101,2
8031003002,8031003401,5
8001008901,8031005502,2
8059012041,8031005200,1
8031003703,8031015600,2
8001008200,8031003702,3
8001007900,8031008306,3
8031006813,8031006810,11
8031015500,8031003101,2
8031004102,8059011904,2
8031015300,8031004603,5
8031000303,8031000102,5
8031004303,8031004602,1
8031006810,8031000902,3
8031004801,8001008401,1
8031000903,8031004404,1
8031003902,8031003402,28
8031003002,8031005502,4
8031015400,8005015100,1
8031004303,8031006813,5
8031007013,8031000800,1
8031004602,8031004504,4
8059011904,8031003002,13
8031001901,8031004102,7
8031004006,8031008391,1
8031006804,8031008304,11
8031002901,8031004601,8
8031003004,8031005200,29
8031008312,8031003701,4
8031003101,8031001800,2
8031008388,8031006804,1
8031015400,8005006712,3
8031011902,8031015500,3
8031011903,8031012001,3
8005006712,8031003401,51
8031003102,8059011904,10
8031008312,8031004104,6
8031006810,8031000800,1
8005006854,8031001403,6
8031002000,8005005952,4
8031002000,8031004005,7
8031000301,8031011902,2
8031000201,8005004951,2
8031005102,8031000102,2
8031003002,8031004103,7
8031000902,8059012027,1
8031003203,8031004506,2
8031005102,8005004952,5
8001008308,8031001102,6
8031003402,8031000303,2
8001015000,8001008709,88
8031001500,8031003901,16
8031004004,8005005553,1
8031006810,8031005001,1
8005004952,8005005553,14
8031006810,8031002602,7
8031001901,8031000301,24
8005006854,8031003603,3
8001009553,8031006810,8
8031004006,8031005502,3
8031006813,8031006804,3
8005006854,8001008200,3
8031000600,8031004103,11
8031003101,8031000600,6
8031004201,8031003300,2
8031005300,8005006704,13
8031000301,8031003901,1
8031003902,8031002801,9
8031006812,8031000902,4
8031003701,8031008391,6
8031005502,8031004503,3
8031001301,8031004503,4
8031005300,8031001500,9
8001008901,8031004002,1
8005006704,8031006701,5
8005005552,8005007202,3
8031000501,8031004104,2
8031006810,8059010406,3
8031000301,8031000905,9
8001007900,8005007202,2
8031004306,8059010406,1
8005005553,8001008709,1
8005004952,8031000201,8
8059009845,8031015700,5
8031006814,8031008304,1
8031003203,8031015500,2
8031003002,8031007088,9
8031001901,8005006712,2
8059012027,8059009845,1
8031001500,8031002402,12
8031008388,8031001403,1
8001009553,8031008388,47
8031008390,8031003602,1
8031004006,8031001403,4
8031006812,8005004951,4
8031003902,8031003701,10
8031000303,8031011903,5
8031011902,8031008388,1
8059012050,8031001301,4
8001007900,8031006810,4
8031015400,8059012054,1
8031015500,8031003602,1
8031011903,8031004603,1
8031003602,8031004202,4
8001009752,8031011902,2
8031015300,8031002300,5
8031001102,8031003603,11
8031000301,8031001000,4
8059012050,8031001402,3
8031004602,8031000904,2
8031006810,8031004006,2
8031003402,8031004302,1
8031001101,8031000201,3
8031015700,8031000903,1
8031004101,8031000102,5
8001009553,8031002402,9
8001009752,8031000201,1
8031003101,8031002000,6
8001007900,8031008388,1
8031004403,8031007088,3
8031006810,8031000303,2
8001008901,8031001402,9
8031980100,8031005200,23
8031015500,8031004403,3
8031003002,8031002602,4
8031002000,8031004603,7
8031005200,8001008309,4
8031003300,8001008000,2
8031000600,8031015400,14
8031001102,8031000401,21
8001008200,8031006813,3
8031000302,8031001800,8
8005006854,8031003002,12
8059010406,8005007202,2
8031005104,8031004103,8
8059012050,8031008386,3
8001008901,8031001101,2
8001015000,8005004951,8
8031003002,8031004601,7
8001009553,8005004951,3
8031006812,8001008401,5
8031000501,8031000102,2
8031000201,8031012010,2
8031003203,8031980100,1
8031015600,8031015600,97
8005006854,8059012027,2
8031000301,8031004404,3
8031005200,8031007037,4
8031005300,8031003901,19
8031003004,8059012041,8
8031001301,8031004506,12
8031005502,8031001302,3
8031003602,8005005553,1
8031004006,8031005200,3
8031000501,8031006810,1
8005005551,8031015700,45
8031001401,8031006814,5
8031000600,8031004601,5
8031001403,8031003300,1
8031004303,8031008387,1
8031012010,8005005551,4
8031001402,8031004602,3
8001008200,8031002802,3
8031001500,8001009751,10
8031003902,8031001402,10
8031003902,8059012027,3
8031015600,8031004104,4
8031002801,8031008386,3
8031011902,8031012001,1
8031003003,8031000800,1
8001009751,8001009751,27
8059010406,8031002000,1
8031001102,8031003202,21
8031003101,8031005102,19
8031003701,8031008386,3
8031003901,8005005619,5
8031002802,8031000303,6
8031005104,8031001101,6
8031015700,8059010406,1
8005087200,8031008389,2
8031000202,8031000401,11
8031004303,8059011904,1
8031000303,8005007202,1
8031006701,8031004302,2
8059012054,8031000902,3
8031004201,8031007013,3
8031002901,8031003402,19
8031004202,8031012001,1
8031004104,8031003102,1
8005005551,8031005102,8
8059012054,8031003402,1
8001008200,8031001800,1
8031004506,8031004005,3
8031015500,8031004005,4
8031000102,8031000905,2
8031002402,8005005551,2
8031004506,8001008309,1
8031003901,8031006804,9
8031000600,8005005952,3
8031015500,8031004404,7
8031005200,8031003402,4
8031001500,8005007201,8
8031000800,8005005552,5
8031003101,8031004201,15
8031004505,8001007900,1
8031004306,8031004201,3
8031004506,8031002802,5
8005006712,8031003101,15
8031000301,8031002801,2
8031015600,8031000302,8
8031004601,8001008401,1
8031006804,8031012001,11
8031003701,8031008305,6
8031001901,8005006704,6
8005005551,8031000202,9
8031000301,8031000904,12
8031008389,8031001102,1
8031003003,8031002300,1
8031005502,8031006701,3
8031000800,8031004006,1
8031002802,8031003402,5
8059010406,8001009752,15
8031003300,8031000102,1
8001988700,8031008388,6
8031003602,8031004601,6
8005005952,8031000905,1
8031004506,8005005552,5
8001008709,8031004504,19
8031004103,8031003902,2
8031003601,8031001403,3
8005005552,8031004005,1
8031003003,8031008388,1
8001008401,8001008401,188
8005005553,8031002300,1
8031001301,8031004006,1
8031005300,8031002602,9
8005087200,8059011904,4
8031005102,8005087200,2
8031003701,8031004602,6
8001008709,8031000202,19
8031006812,8005005552,3
8059012027,8031001402,2
8031002602,8031003300,10
8031004003,8001015000,2
8031004201,8059011904,1
8031002901,8031003300,3
8031004700,8031008312,1
8031001302,8031003203,2
8031004102,8031000102,18
8059009845,8001009752,2
8031006810,8031004201,6
8031002802,8031006810,8
8031003101,8031003902,12
8031004202,8031008312,3
8059009845,8031008386,2
8031980100,8031008387,78
8031004102,8031005102,5
8001009752,8031001302,2
8031005102,8031001102,1
8031002902,8031003701,3
8031006810,8031004404,10
8005005952,8031008391,1
8031001901,8031006701,11
8031001403,8031006813,8
8031002802,8031005300,2
8031001403,8031003601,11
8031000301,8031007037,1
8031000903,8031015600,1
8031007088,8031011902,2
8031002000,8031005102,6
8059009845,8031000904,2
8005087200,8005005553,2
8031015600,8059012050,1
8031002602,8031002901,4
8031003703,8001008100,1
8031004003,8005005553,5
8031006804,8031012010,30
8031004102,8031000501,1
8031000905,8031004801,1
8031002602,8031001301,9
8001008309,8031980100,2
8031005502,8001008100,1
8031000401,8031001401,2
8005004951,8031004201,1
8031001000,8031000903,41
8031008386,8031007006,1
8031008388,8031008386,20
8031004006,8031003401,1
8031005300,8031001402,13
8031003102,8001009751,10
8031001901,8031003002,9
8031015600,8001009752,4
8031006810,8031012001,5
8031001800,8059010406,9
8031004006,8005087200,1
8031007037,8031005502,1
8031008389,8031004104,3
8005006854,8005005952,8
8031000303,8031003703,5
8031012010,8005007202,1
8031006701,8031004201,5
8031004102,8031002801,6
8031004103,8001008000,1
8031012001,8031011902,10
8031004601,8059011904,1
8031006701,8031003702,4
8031004306,8031000905,2
8031000902,8031000904,3
8031000903,8031001301,1
8031004602,8031001500,1
8031003003,8031012001,2
8059012050,8031004005,1
8059011904,8031003401,10
8001988700,8031004404,6
8031001403,8001008709,11
8031003203,8031006813,1
8031015500,8031004303,2
8031003004,8031007006,10
8031000102,8031008388,1
8001008200,8031000902,4
8031012010,8031005503,10
8059010406,8031002602,2
8031000903,8059010406,1
8001008308,8031008305,25
8031006701,8001008100,2
8031004104,8031001500,1
8031003102,8031004504,7
8031007013,8059012041,4
8005005552,8031006810,5
8031001000,8031004005,5
8031000303,8031008390,5
8001008709,8031000303,6
8031005102,8031005200,7
8031005200,8031006810,5
8059009845,8031015600,3
8031004103,8031003901,3
8031003402,8005006854,3
8031005502,8031004601,4
8031004101,8001008401,10
8031006701,8031008388,4
8001008901,8031008391,16
8031004603,8031002602,1
8031001401,8031012010,6
8031005104,8031001301,6
8059010406,8001008901,2
8031001403,8005004951,4
8059012050,8031008390,1
8031005104,8001008308,5
8031015600,8031002901,2
8059012041,8059011951,1
8031012010,8031004003,1
8031002602,8031015700,2
8031005502,8031011902,18
8059010406,8031004303,1
8031015600,8031001302,21
8031008306,8031008391,1
8031011902,8031008389,1
